Village_ID,Village_Name,District,State,Latitude,Longitude,Population,Male_Population,Female_Population,Elderly_Population,Child_Population,Hospital_Name,Facility_Type,Doctors_Count,Nurses_Count,Beds_Available,Emergency_Service,Distance_to_Hospital_km,Average_Travel_Time_min,Road_Connectivity,Ambulance_Availability,Accessibility_Score,Healthcare_Risk_Level,Doctor_Shortage_Flag,Underserved_Area_Flag,Monthly_Patient_Count,road_speed_kmph,risk_norm,Emergency_Service_bin,Ambulance_Availability_bin,Doctor_Shortage_Flag_bin,Underserved_Area_Flag_bin,need_score,Latitude_orig,Longitude_orig
V09772,Village_3348,Kanpur,Uttar Pradesh,26.48388005512879,80.30241916809715,2500,1296,1204,159,579,Kanpur_Health_Center,District Hospital,13,62,105,No,12.09,53.35,Poor,Yes,92,Low,No,No,485,12.0,0.2,0,1,0,0,0.101,19.214205,77.051071
V09773,Village_4025,Nagpur,Maharashtra,20.80147527004103,79.47804342838904,14581,7000,7581,1479,4117,Nagpur_Care_Center,PHC,29,13,231,Yes,51.29,165.34,Average,Yes,47,Medium,No,No,3055,25.0,0.5,1,1,0,0,0.5317,20.21329,87.892248
V09774,Village_9966,Pune,Maharashtra,18.41534642067527,74.5103278816929,23110,11179,11931,1280,6751,Pune_Medical_Center,CHC,11,51,97,Yes,26.82,112.46,Poor,No,60,Medium,No,No,2401,12.0,0.5,1,0,0,0,0.6378,22.376763,85.39582
V09775,Village_9923,Udaipur,Rajasthan,24.139944630458103,73.76673500380949,24590,12157,12433,2350,6905,Udaipur_Care_Center,CHC,35,45,197,Yes,5.72,19.21,Good,No,100,Low,No,No,997,40.0,0.2,1,0,0,0,0.453,26.960444,81.283697
V09776,Village_7900,Muzaffarpur,Bihar,26.04929394993697,85.30164160992159,19162,9863,9299,2243,5770,Muzaffarpur_Health_Center,CHC,1,39,209,No,46.92,153.53,Poor,No,26,High,Yes,Yes,2295,12.0,1.0,0,0,1,1,0.8226,19.110823,81.672121
V09777,Village_6127,Jodhpur,Rajasthan,27.09797555051781,72.61353683451543,3985,1917,2068,462,763,Jodhpur_Health_Center,District Hospital,7,14,88,No,37.27,131.79,Average,No,41,High,No,No,2420,25.0,1.0,0,0,0,0,0.5193,26.469184,74.913933
V09778,Village_5796,Aurangabad,Maharashtra,20.107427095380306,75.05041922979314,19084,9279,9805,1679,4328,Aurangabad_Health_Center,CHC,37,19,277,Yes,25.55,84.3,Good,Yes,100,Low,No,No,4908,40.0,0.2,1,1,0,0,0.3593,24.196737,78.12075
V09779,Village_1979,Kota,Rajasthan,24.86651006774943,76.2301514044475,18865,9731,9134,1008,6355,Kota_Health_Center,CHC,8,56,217,No,52.98,182.96,Average,Yes,20,High,No,Yes,1616,25.0,1.0,0,1,0,1,0.8356,24.609268,80.86787
V09780,Village_3981,Gaya,Bihar,24.53129552980404,84.40655940204094,19649,9823,9826,1075,4300,Gaya_Health_Center,District Hospital,39,41,213,Yes,30.53,127.83,Good,No,87,Low,No,No,3968,40.0,0.2,1,0,0,0,0.4079,25.32197,86.424343
V09781,Village_1827,Aurangabad,Maharashtra,20.072059063866085,75.57299191451389,2598,1247,1351,273,561,Aurangabad_Health_Center,District Hospital,9,15,259,Yes,20.67,99.43,Good,No,76,Low,No,No,1840,40.0,0.2,1,0,0,0,0.1507,20.465603,77.66832
V09782,Village_4361,Gaya,Bihar,24.848640784560803,85.09692490192698,23688,11541,12147,2760,5907,Gaya_Medical_Center,PHC,12,6,12,Yes,49.2,164.42,Average,No,22,High,No,Yes,1726,25.0,1.0,1,0,0,1,0.9117,22.15414,78.845026
V09783,Village_2167,Aurangabad,Maharashtra,19.42834989424337,75.59291279130713,19420,10055,9365,1549,6360,Aurangabad_Health_Center,District Hospital,12,42,75,Yes,29.84,115.62,Good,Yes,57,Medium,No,No,1348,40.0,0.5,1,1,0,0,0.584,22.080271,80.698198
V09784,Village_2745,Bhagalpur,Bihar,25.195979215373093,86.81329635677666,9275,4679,4596,755,2085,Bhagalpur_Medical_Center,PHC,36,58,230,No,16.53,36.53,Good,Yes,100,Low,No,No,1214,40.0,0.2,0,1,0,0,0.1923,21.164256,78.875879
V09785,Village_8745,Varanasi,Uttar Pradesh,25.42879383248601,83.04490642644286,18883,9698,9185,1394,4224,Varanasi_Medical_Center,District Hospital,38,47,123,No,16.96,50.38,Poor,Yes,100,Low,No,No,658,12.0,0.2,0,1,0,0,0.3559,25.558276,86.251312
V09786,Village_3004,Bhagalpur,Bihar,25.249223207421995,87.26305394633226,15741,7930,7811,1153,3654,Bhagalpur_Medical_Center,PHC,22,62,195,Yes,57.93,263.93,Good,No,10,High,No,Yes,3534,40.0,1.0,1,0,0,1,0.8124,19.975407,73.160496
V09787,Village_4809,Kota,Rajasthan,24.84085153499111,75.94065225037959,7876,4047,3829,770,2523,Kota_Medical_Center,District Hospital,38,59,170,Yes,30.09,143.82,Average,Yes,80,Low,No,No,3715,25.0,0.2,1,1,0,0,0.2285,26.774989,76.680171
V09788,Village_3014,Patna,Bihar,25.328531784440266,85.80730805508374,5929,3019,2910,515,1691,Patna_Medical_Center,CHC,39,6,193,Yes,1.92,5.93,Good,No,100,Low,No,No,2040,40.0,0.2,1,0,0,0,0.1354,26.961772,83.835963
V09789,Village_7117,Gwalior,Madhya Pradesh,26.223064048594964,78.23842260356153,13878,6943,6935,1586,2645,Gwalior_Medical_Center,PHC,29,51,77,No,5.22,23.39,Good,No,100,Low,No,No,3413,40.0,0.2,0,0,0,0,0.2707,24.65128,87.317495
V09790,Village_1458,Patna,Bihar,25.575363315853277,84.83548312329326,14427,7439,6988,1350,2776,Patna_Care_Center,CHC,14,63,149,Yes,9.34,31.96,Good,No,100,Low,No,No,1223,40.0,0.2,1,0,0,0,0.28,25.12601,80.601294
V09791,Village_2265,Prayagraj,Uttar Pradesh,25.616809682803908,82.12453833778827,19741,9840,9901,1714,6025,Prayagraj_Medical_Center,District Hospital,12,57,266,No,31.53,113.52,Good,Yes,65,Medium,No,No,756,40.0,0.5,0,1,0,0,0.5655,18.893938,86.850233
V09792,Village_3504,Kanpur,Uttar Pradesh,26.28361312941452,80.44810814926335,23144,11721,11423,2370,5442,Kanpur_Care_Center,PHC,15,41,219,No,31.08,123.02,Poor,Yes,64,Medium,No,No,2899,12.0,0.5,0,1,0,0,0.6264,21.668937,83.19659
V09793,Village_7255,Jodhpur,Rajasthan,26.487373404703373,73.48893769722031,21590,11017,10573,2278,4790,Jodhpur_Health_Center,PHC,18,69,139,No,3.34,10.77,Average,No,100,Low,No,No,3485,25.0,0.2,0,0,0,0,0.402,22.195694,77.598111
V09794,Village_2524,Jaipur,Rajasthan,27.120679198113514,75.71546634478187,20782,10292,10490,1689,5344,Jaipur_Health_Center,District Hospital,10,16,271,Yes,21.3,84.94,Average,No,81,Low,No,No,589,25.0,0.2,1,0,0,0,0.4452,25.001689,78.140586
V09795,Village_4775,Udaipur,Rajasthan,24.8815749306419,73.31062599660783,2843,1469,1374,288,956,Udaipur_Health_Center,CHC,12,22,7,No,7.15,26.44,Poor,Yes,98,Low,No,No,1011,12.0,0.2,0,1,0,0,0.0889,18.249249,87.067604
V09796,Village_5979,Patna,Bihar,25.511202775738955,85.10332444253415,3440,1732,1708,303,837,Patna_Medical_Center,District Hospital,23,27,81,Yes,23.39,75.53,Average,Yes,84,Low,No,No,3879,25.0,0.2,1,1,0,0,0.141,23.928486,83.595733
V09797,Village_6091,Indore,Madhya Pradesh,23.00444040933165,75.86895854689254,8248,4125,4123,594,1612,Indore_Care_Center,District Hospital,19,29,192,Yes,47.06,155.07,Good,No,42,High,No,No,1877,40.0,1.0,1,0,0,0,0.5889,21.102094,86.276893
V09798,Village_9632,Bhopal,Madhya Pradesh,23.243496954553823,77.40977620823061,10787,5211,5576,1284,1970,Bhopal_Medical_Center,District Hospital,9,21,109,No,9.38,32.9,Poor,Yes,96,Low,No,No,4795,12.0,0.2,0,1,0,0,0.2301,18.618041,80.207433
V09799,Village_5001,Nagpur,Maharashtra,21.48796924137064,79.29152542369843,21702,10691,11011,1539,5456,Nagpur_Medical_Center,District Hospital,39,52,186,Yes,46.08,212.1,Poor,No,49,Medium,No,No,275,12.0,0.5,1,0,0,0,0.6469,22.863304,85.733173
V09800,Village_8922,Jodhpur,Rajasthan,26.41874132653629,72.77230947955915,23109,11599,11510,2532,7693,Jodhpur_Medical_Center,District Hospital,39,65,214,No,11.09,39.74,Average,Yes,100,Low,No,No,3115,25.0,0.2,0,1,0,0,0.4278,22.570557,83.694841
V09801,Village_2470,Pune,Maharashtra,18.485453179445198,74.53827627905805,11065,5730,5335,808,3159,Pune_Health_Center,District Hospital,10,62,207,Yes,39.44,124.69,Average,No,49,Medium,No,No,1470,25.0,0.5,1,0,0,0,0.4658,26.208531,87.512538
V09802,Village_9988,Nashik,Maharashtra,20.73195764030028,74.33351103797784,16627,7992,8635,1156,4285,Nashik_Medical_Center,CHC,18,7,77,No,37.26,174.35,Average,Yes,41,High,No,No,1627,25.0,1.0,0,1,0,0,0.7345,22.996746,87.118163
V09803,Village_4501,Nashik,Maharashtra,20.12327727510359,73.35171539742886,17005,8261,8744,1610,5127,Nashik_Care_Center,CHC,8,63,30,Yes,31.99,114.52,Average,No,48,Medium,No,No,1972,25.0,0.5,1,0,0,0,0.5699,25.480702,84.681779
V09804,Village_1413,Lucknow,Uttar Pradesh,26.999384623649554,80.61440159038999,15208,7352,7856,1522,4575,Lucknow_Care_Center,CHC,18,39,62,Yes,8.77,27.48,Poor,Yes,100,Low,No,No,3576,12.0,0.2,1,1,0,0,0.2933,20.786709,79.941974
V09805,Village_9613,Aurangabad,Maharashtra,19.8809534869797,75.5973734641586,10143,4967,5176,1035,3186,Aurangabad_Health_Center,CHC,9,21,80,No,36.27,94.87,Good,No,53,Medium,No,No,2084,40.0,0.5,0,0,0,0,0.4381,20.352543,84.03551
V09806,Village_5364,Patna,Bihar,25.360059760023038,85.71316392300373,23659,12093,11566,2191,5578,Patna_Health_Center,CHC,34,41,49,Yes,15.34,32.81,Poor,Yes,100,Low,No,No,4166,12.0,0.2,1,1,0,0,0.4372,18.059794,73.598315
V09807,Village_4782,Udaipur,Rajasthan,24.49446729304019,74.05048309737911,3355,1702,1653,373,810,Udaipur_Care_Center,PHC,19,31,139,No,36.61,76.93,Good,Yes,70,Medium,No,No,1058,40.0,0.5,0,1,0,0,0.2716,26.307351,76.149267
V09808,Village_4827,Jabalpur,Madhya Pradesh,23.352250074141295,79.75960664739455,4049,2067,1982,395,1253,Jabalpur_Care_Center,CHC,20,8,120,No,52.41,116.9,Good,No,44,High,No,No,4435,40.0,1.0,0,0,0,0,0.5114,26.167246,72.11958
V09809,Village_8934,Aurangabad,Maharashtra,19.895940153539236,74.91986374470433,19182,9960,9222,1582,6684,Aurangabad_Care_Center,District Hospital,6,64,30,No,17.46,56.89,Poor,Yes,75,Low,No,No,2766,12.0,0.2,0,1,0,0,0.436,25.446132,75.144633
V09810,Village_5309,Pune,Maharashtra,19.093620842970697,74.04733911943693,21514,10338,11176,2573,6303,Pune_Medical_Center,PHC,35,5,215,Yes,7.92,35.5,Average,No,100,Low,No,No,4637,25.0,0.2,1,0,0,0,0.4007,18.805304,86.657895
V09811,Village_8377,Jodhpur,Rajasthan,26.553308330462794,72.43429327519509,20883,10435,10448,2001,5198,Jodhpur_Care_Center,PHC,5,2,118,No,31.07,135.04,Poor,No,46,Medium,No,No,3693,12.0,0.5,0,0,0,0,0.6419,23.725932,84.546557
V09812,Village_2922,Aurangabad,Maharashtra,19.868879736623175,75.34551438801192,1810,893,917,107,336,Aurangabad_Care_Center,PHC,15,4,205,No,48.76,205.18,Average,Yes,25,High,No,Yes,796,25.0,1.0,0,1,0,1,0.5303,24.889332,79.971723
V09813,Village_1364,Patna,Bihar,25.332875206490392,85.79390989177871,9052,4605,4447,772,2954,Patna_Medical_Center,CHC,29,58,6,Yes,39.07,80.0,Poor,Yes,70,Medium,No,No,2490,12.0,0.5,1,1,0,0,0.3686,25.035233,77.251233
V09814,Village_5418,Pune,Maharashtra,18.092541775001305,74.70401337076753,5922,2963,2959,378,1973,Pune_Care_Center,CHC,11,46,101,Yes,59.31,197.65,Good,Yes,10,High,No,Yes,4494,40.0,1.0,1,1,0,1,0.6453,26.75985,86.560618
V09815,Village_2728,Pune,Maharashtra,18.04853556666928,74.91534913915251,7079,3500,3579,455,2461,Pune_Care_Center,PHC,24,12,273,No,9.36,27.56,Good,No,100,Low,No,No,4692,40.0,0.2,0,0,0,0,0.155,25.772403,74.672063
V09816,Village_6116,Jodhpur,Rajasthan,26.309619865225443,72.77304902136039,12511,6451,6060,1271,3265,Jodhpur_Medical_Center,District Hospital,25,9,6,Yes,1.34,4.97,Average,No,100,Low,No,No,3397,25.0,0.2,1,0,0,0,0.2474,23.397517,78.82351
V09817,Village_3203,Lucknow,Uttar Pradesh,26.550403964389506,81.06622292671311,17305,8427,8878,1606,5814,Lucknow_Care_Center,PHC,8,16,263,Yes,21.69,85.6,Average,Yes,78,Low,No,No,2781,25.0,0.2,1,1,0,0,0.395,19.609744,85.241675
V09818,Village_4644,Gwalior,Madhya Pradesh,26.193698493212167,77.86316999636333,2026,1008,1018,121,417,Gwalior_Medical_Center,CHC,8,20,194,No,50.22,145.77,Poor,Yes,31,High,No,Yes,882,12.0,1.0,0,1,0,1,0.516,24.755586,85.305066
V09819,Village_7733,Udaipur,Rajasthan,24.483713198551257,73.56265051921645,15731,7591,8140,1728,5393,Udaipur_Health_Center,District Hospital,7,22,216,Yes,8.71,30.06,Average,Yes,100,Low,No,No,3079,25.0,0.2,1,1,0,0,0.3022,24.955996,81.794752
V09820,Village_9597,Indore,Madhya Pradesh,22.5973690943356,75.86603170697366,13264,6735,6529,1207,3605,Indore_Medical_Center,PHC,29,45,38,No,3.94,14.5,Poor,No,100,Low,No,No,4891,12.0,0.2,0,0,0,0,0.2602,23.428301,81.839219
V09821,Village_2159,Jabalpur,Madhya Pradesh,23.327013920025212,79.69600051599875,8914,4589,4325,1025,1935,Jabalpur_Medical_Center,PHC,9,46,207,Yes,13.16,44.54,Average,Yes,95,Low,No,No,2951,25.0,0.2,1,1,0,0,0.2012,21.677173,79.755519
V09822,Village_8891,Jaipur,Rajasthan,27.329590981399274,76.16411533758377,20950,10587,10363,1173,6432,Jaipur_Care_Center,District Hospital,18,65,268,No,25.79,73.16,Good,Yes,87,Low,No,No,3920,40.0,0.2,0,1,0,0,0.4301,22.609971,79.324138
V09823,Village_2720,Jodhpur,Rajasthan,26.728713823634322,72.75267190274033,22558,10977,11581,1511,7005,Jodhpur_Medical_Center,PHC,12,65,135,No,53.72,258.54,Good,No,10,High,No,Yes,2920,40.0,1.0,0,0,0,1,0.9284,19.757298,83.838323
V09824,Village_5667,Pune,Maharashtra,18.811137879419096,73.5273642942809,24489,12216,12273,1913,7272,Pune_Medical_Center,CHC,20,46,291,No,48.83,200.85,Average,No,35,High,No,Yes,987,25.0,1.0,0,0,0,1,0.8863,20.178664,73.11777
V09825,Village_4432,Lucknow,Uttar Pradesh,26.797462861018083,80.98368496039926,15084,7582,7502,1808,5092,Lucknow_Medical_Center,CHC,30,53,65,Yes,45.3,137.31,Poor,No,53,Medium,No,No,2856,12.0,0.5,1,0,0,0,0.5222,21.035872,85.502952
V09826,Village_8729,Udaipur,Rajasthan,24.112850483534704,74.18326838687561,20170,9913,10257,1223,4098,Udaipur_Care_Center,District Hospital,31,29,11,No,12.39,35.56,Poor,Yes,100,Low,No,No,2353,12.0,0.2,0,1,0,0,0.3778,19.776433,86.429837
V09827,Village_3847,Prayagraj,Uttar Pradesh,25.432376653661876,81.78022183820269,20707,10023,10684,1377,4137,Prayagraj_Medical_Center,District Hospital,16,7,293,No,45.08,183.04,Poor,No,39,High,No,Yes,3422,12.0,1.0,0,0,0,1,0.8099,21.784205,73.635095
V09828,Village_6332,Udaipur,Rajasthan,24.479461821846236,73.96693334586858,11980,6129,5851,1242,3523,Udaipur_Care_Center,District Hospital,5,2,70,No,47.06,178.98,Average,Yes,16,High,No,Yes,105,25.0,1.0,0,1,0,1,0.7304,20.882931,87.233353
V09829,Village_2697,Patna,Bihar,25.63268774754852,84.90080370774548,3228,1634,1594,242,612,Patna_Medical_Center,District Hospital,28,58,87,No,2.75,11.69,Poor,No,100,Low,No,No,2407,12.0,0.2,0,0,0,0,0.0894,25.793953,82.63196
V09830,Village_8716,Prayagraj,Uttar Pradesh,25.323238325403803,81.66485493113669,17662,8829,8833,1990,5177,Prayagraj_Care_Center,District Hospital,37,48,79,No,33.88,104.86,Average,No,80,Low,No,No,2970,25.0,0.2,0,0,0,0,0.3951,18.569636,84.041026
V09831,Village_3643,Muzaffarpur,Bihar,26.21654029737413,85.12525638492582,6323,3169,3154,582,1675,Muzaffarpur_Health_Center,District Hospital,26,19,161,Yes,26.02,86.01,Good,No,86,Low,No,No,1726,40.0,0.2,1,0,0,0,0.1841,21.507245,78.504295
V09832,Village_5493,Gaya,Bihar,24.859347168817774,85.30085736522821,23685,11664,12021,2660,5682,Gaya_Health_Center,CHC,14,63,238,No,31.44,136.28,Poor,Yes,60,Medium,No,No,2706,12.0,0.5,0,1,0,0,0.6476,21.192141,85.373803
V09833,Village_6467,Jodhpur,Rajasthan,26.847922411736963,73.4768935510608,10548,5450,5098,1009,1951,Jodhpur_Care_Center,PHC,33,67,26,Yes,48.25,124.2,Poor,No,55,Medium,No,No,618,12.0,0.5,1,0,0,0,0.439,23.397986,85.170326
V09834,Village_8605,Jodhpur,Rajasthan,26.6887703728551,72.07930203432797,10302,4983,5319,1098,3269,Jodhpur_Medical_Center,CHC,19,24,48,No,17.09,60.03,Good,Yes,89,Low,No,No,1013,40.0,0.2,0,1,0,0,0.2428,23.526167,81.332192
V09835,Village_2071,Bhopal,Madhya Pradesh,23.81127112221011,77.25518666732295,23470,11286,12184,1847,6123,Bhopal_Health_Center,District Hospital,7,56,223,Yes,39.83,193.1,Good,No,30,High,No,Yes,787,40.0,1.0,1,0,0,1,0.884,25.586078,74.258319
V09836,Village_4890,Nashik,Maharashtra,20.318561920154277,74.1748155334627,9396,4731,4665,754,2480,Nashik_Medical_Center,PHC,28,50,130,No,31.89,104.76,Poor,No,76,Low,No,No,522,12.0,0.2,0,0,0,0,0.2664,22.043043,73.899128
V09837,Village_3056,Udaipur,Rajasthan,24.711752624511345,73.21390726928553,5063,2608,2455,382,1600,Udaipur_Health_Center,CHC,1,25,69,Yes,19.59,60.61,Good,Yes,69,Medium,Yes,No,4448,40.0,0.5,1,1,1,0,0.3036,23.348746,85.314104
V09838,Village_8829,Bhagalpur,Bihar,25.13784715700222,87.01560855254652,15383,7862,7521,1048,3245,Bhagalpur_Health_Center,District Hospital,26,30,239,No,23.77,86.76,Average,No,92,Low,No,No,4135,25.0,0.2,0,0,0,0,0.3203,18.737249,80.810222
V09839,Village_4702,Nashik,Maharashtra,19.952769865744155,73.5724939733486,15777,7809,7968,1868,5129,Nashik_Medical_Center,PHC,22,44,121,No,7.72,22.1,Poor,Yes,100,Low,No,No,2451,12.0,0.2,0,1,0,0,0.303,21.253144,77.01988
V09840,Village_3521,Indore,Madhya Pradesh,22.471892275734177,75.85719084319624,13882,6979,6903,814,2577,Indore_Health_Center,CHC,35,51,229,No,4.03,11.13,Good,Yes,100,Low,No,No,1448,40.0,0.2,0,1,0,0,0.2708,19.835172,80.528759
V09841,Village_9363,Muzaffarpur,Bihar,26.1537816507761,85.46060445024627,24464,11832,12632,1365,4672,Muzaffarpur_Health_Center,PHC,18,43,47,No,53.48,197.99,Good,Yes,17,High,No,Yes,3767,40.0,1.0,0,1,0,1,0.9399,18.824855,83.959851
V09842,Village_4603,Bhagalpur,Bihar,25.358129597668885,87.26196929166288,9751,4915,4836,759,3098,Bhagalpur_Medical_Center,PHC,31,23,187,Yes,30.35,101.66,Average,Yes,84,Low,No,No,4701,25.0,0.2,1,1,0,0,0.2484,25.320101,84.707917
V09843,Village_9229,Pune,Maharashtra,18.972877071287183,73.91714047558756,22612,11439,11173,2304,4477,Pune_Medical_Center,PHC,37,47,100,No,49.28,236.91,Poor,No,33,High,No,Yes,723,12.0,1.0,0,0,0,1,0.8604,19.46001,75.420014
V09844,Village_8176,Udaipur,Rajasthan,24.60966353891213,73.74049847369248,9419,4660,4759,516,1803,Udaipur_Medical_Center,PHC,25,3,62,Yes,50.46,160.5,Good,Yes,37,High,No,Yes,3593,40.0,1.0,1,1,0,1,0.6238,21.731198,85.047679
V09845,Village_7563,Jodhpur,Rajasthan,26.82089240922795,73.48994224678009,2870,1460,1410,222,711,Jodhpur_Care_Center,CHC,7,15,98,Yes,56.98,116.4,Good,No,25,High,No,Yes,469,40.0,1.0,1,0,0,1,0.5483,24.100392,80.133845
V09846,Village_1334,Kanpur,Uttar Pradesh,26.700305273873845,80.12708960495414,19534,9742,9792,1322,5174,Kanpur_Care_Center,District Hospital,17,55,257,Yes,40.99,110.9,Average,No,61,Medium,No,No,1659,25.0,0.5,1,0,0,0,0.574,26.281223,80.802451
V09847,Village_2795,Jaipur,Rajasthan,27.00470757691862,75.3435607448011,1882,971,911,166,580,Jaipur_Care_Center,District Hospital,25,20,224,No,58.06,172.41,Good,Yes,35,High,No,Yes,3192,40.0,1.0,0,1,0,1,0.5015,19.813482,79.029208
V09848,Village_7292,Muzaffarpur,Bihar,26.334702529843703,85.53371289445325,3585,1724,1861,406,1063,Muzaffarpur_Care_Center,PHC,27,15,236,No,5.42,20.85,Good,Yes,100,Low,No,No,2569,40.0,0.2,0,1,0,0,0.0955,20.745593,86.62041
V09849,Village_8653,Udaipur,Rajasthan,24.60488103444278,73.40085356256493,3378,1701,1677,371,975,Udaipur_Care_Center,PHC,10,61,82,Yes,30.53,110.75,Poor,Yes,55,Medium,No,No,4510,12.0,0.5,1,1,0,0,0.317,23.68694,86.335708
V09850,Village_5432,Patna,Bihar,25.57771400309178,84.96991519578128,24020,11910,12110,1785,6997,Patna_Care_Center,District Hospital,28,70,121,No,59.72,147.69,Average,No,37,High,No,Yes,3723,25.0,1.0,0,0,0,1,0.8723,25.340504,81.425317
V09851,Village_3543,Nashik,Maharashtra,20.337972008897097,73.60696292838955,4559,2271,2288,278,1307,Nashik_Health_Center,District Hospital,33,12,197,Yes,53.94,154.75,Average,Yes,50,Medium,No,No,2497,25.0,0.5,1,1,0,0,0.3521,25.195306,75.202486
V09852,Village_7364,Gaya,Bihar,24.6350400675625,84.62233967415898,19032,9788,9244,1236,4568,Gaya_Medical_Center,CHC,26,31,194,No,20.51,98.59,Poor,No,90,Low,No,No,3027,12.0,0.2,0,0,0,0,0.3884,20.851301,84.021759
V09853,Village_7627,Prayagraj,Uttar Pradesh,25.048857785937876,81.73120108779511,14007,6927,7080,729,3608,Prayagraj_Medical_Center,PHC,32,2,199,Yes,24.34,91.32,Good,Yes,94,Low,No,No,1878,40.0,0.2,1,1,0,0,0.2909,19.256783,84.388879
V09854,Village_5969,Indore,Madhya Pradesh,22.499441697271802,75.9759911159979,12258,6263,5995,851,3859,Indore_Health_Center,District Hospital,35,25,124,No,6.14,29.22,Poor,No,100,Low,No,No,3624,12.0,0.2,0,0,0,0,0.2431,24.598024,72.025241
V09855,Village_1664,Gaya,Bihar,24.387749703188412,84.45082498513915,12594,6430,6164,1234,4073,Gaya_Health_Center,PHC,35,51,195,No,15.31,60.63,Good,Yes,100,Low,No,No,1600,40.0,0.2,0,1,0,0,0.2488,21.5022,86.058916
V09856,Village_5769,Kota,Rajasthan,24.819103244911407,76.01697285169988,19275,9384,9891,2104,5776,Kota_Medical_Center,CHC,37,37,245,Yes,12.71,53.38,Good,No,100,Low,No,No,3089,40.0,0.2,1,0,0,0,0.3626,24.445298,82.712165
V09857,Village_1505,Nagpur,Maharashtra,21.271683317850695,78.51390094419226,18024,9115,8909,1201,5887,Nagpur_Medical_Center,District Hospital,16,42,108,Yes,17.3,66.99,Poor,Yes,87,Low,No,No,1052,12.0,0.2,1,1,0,0,0.3803,21.454893,87.178041
V09858,Village_7502,Patna,Bihar,25.3263922230273,85.6560592950786,11338,5707,5631,1274,3742,Patna_Medical_Center,PHC,9,38,247,Yes,30.5,79.61,Poor,No,70,Medium,No,No,226,12.0,0.5,1,0,0,0,0.4075,25.583224,72.036756
V09859,Village_4558,Jabalpur,Madhya Pradesh,23.02253242974248,79.72008058400748,6555,3239,3316,532,1913,Jabalpur_Care_Center,District Hospital,19,35,238,No,50.82,130.34,Average,Yes,47,Medium,No,No,4285,25.0,0.5,0,1,0,0,0.395,20.516632,77.682978
V09860,Village_9760,Jaipur,Rajasthan,26.509135766261096,75.68915353088323,16885,8431,8454,1136,4834,Jaipur_Medical_Center,CHC,14,60,96,Yes,52.13,251.26,Poor,No,10,High,No,Yes,933,12.0,1.0,1,0,0,1,0.8319,22.712309,85.96145
V09861,Village_9642,Patna,Bihar,25.40071646806053,84.91919087771262,22982,11386,11596,2490,5430,Patna_Health_Center,District Hospital,32,11,254,Yes,39.3,89.28,Average,No,83,Low,No,No,3794,25.0,0.2,1,0,0,0,0.4767,22.932325,84.176122
V09862,Village_9892,Nashik,Maharashtra,20.504921061695942,74.55648730532324,6887,3345,3542,696,1455,Nashik_Medical_Center,PHC,26,3,75,Yes,20.89,96.25,Average,No,84,Low,No,No,4265,25.0,0.2,1,0,0,0,0.1997,19.478249,85.519507
V09863,Village_8981,Pune,Maharashtra,18.6181809391955,73.95223128294047,12775,6365,6410,1194,3647,Pune_Health_Center,PHC,10,3,118,Yes,3.73,15.56,Poor,Yes,100,Low,No,No,3349,12.0,0.2,1,1,0,0,0.2519,22.797176,75.048355
V09864,Village_4092,Bhopal,Madhya Pradesh,23.68442995165259,77.17665436743997,14058,6785,7273,1647,2654,Bhopal_Care_Center,PHC,25,51,199,Yes,22.44,106.97,Average,Yes,85,Low,No,No,347,25.0,0.2,1,1,0,0,0.3188,22.382675,80.065508
V09865,Village_6515,Patna,Bihar,25.297077665711143,85.11885149973308,16733,8214,8519,1155,4979,Patna_Medical_Center,PHC,2,39,36,No,56.55,177.39,Average,Yes,10,High,Yes,Yes,1002,25.0,1.0,0,1,1,1,0.8293,26.191628,72.28368
V09866,Village_9779,Jaipur,Rajasthan,27.252450021816127,75.4248714774618,7917,3861,4056,531,1505,Jaipur_Health_Center,District Hospital,7,12,99,Yes,37.37,178.25,Poor,No,30,High,No,Yes,2367,12.0,1.0,1,0,0,1,0.6192,24.94146,86.972229
V09867,Village_3263,Prayagraj,Uttar Pradesh,25.237677432310345,81.83721079365269,7433,3685,3748,565,2511,Prayagraj_Medical_Center,CHC,21,63,241,Yes,10.96,31.38,Average,No,100,Low,No,No,4336,25.0,0.2,1,0,0,0,0.161,24.127996,77.499742
V09868,Village_7080,Patna,Bihar,25.361843143105354,85.6810279683934,6849,3312,3537,396,2194,Patna_Medical_Center,District Hospital,9,53,264,No,35.68,127.32,Good,Yes,54,Medium,No,No,3250,40.0,0.5,0,1,0,0,0.3791,22.564492,76.028147
V09869,Village_4826,Nashik,Maharashtra,20.557222834282786,74.72073345496642,13312,6671,6641,1369,3749,Nashik_Care_Center,CHC,15,36,253,No,55.47,157.3,Poor,No,32,High,No,Yes,4990,12.0,1.0,0,0,0,1,0.7051,25.943622,77.77559
V09870,Village_7524,Lucknow,Uttar Pradesh,26.904762561687058,80.80813854606033,11510,5676,5834,1246,3359,Lucknow_Health_Center,CHC,1,27,155,Yes,28.05,85.52,Poor,No,59,Medium,Yes,No,1269,12.0,0.5,1,0,1,0,0.4434,19.675266,78.742952
V09871,Village_9982,Pune,Maharashtra,19.023161483609115,73.76638998466935,24999,12793,12206,2795,4906,Pune_Care_Center,PHC,31,18,8,Yes,40.83,108.05,Poor,Yes,63,Medium,No,No,3577,12.0,0.5,1,1,0,0,0.661,21.275757,84.024845
